hispanic,white,black,native,multiple,CENSUS_TRACT,api,tract,state,county
573,1282,348,11,202,37051003401,9152,003401,37,051
906,1822,397,16,216,37051003403,7747,003403,37,051
483,1433,427,34,7,37051003404,757,003404,37,051
1129,2602,792,36,373,37051003408,18771,003408,37,051
739,2237,385,23,106,37051003409,17019,003409,37,051
1308,2358,708,29,201,37051003410,23532,003410,37,051
634,915,1572,24,210,37051003501,11720,003501,37,051
297,388,921,12,79,37051003502,298,003502,37,051
377,926,1237,30,172,37051003601,10615,003601,37,051
264,641,934,14,141,37051003602,7514,003602,37,051
611,4619,1501,79,489,37051003700,11017,003700,37,051
147,435,1825,45,93,37051003800,85,003800,37,051
87,211,94,1,17,37051980100,111,980100,37,051
73,73,29,1,9,37051980200,54,980200,37,051
70,1301,26,0,39,37053110101,191,110101,37,053
45,1342,0,0,83,37053110102,82,110102,37,053
201,4086,374,17,309,37053110201,907,110201,37,053
156,3315,154,9,187,37053110202,362,110202,37,053
188,4061,167,26,221,37053110301,296,110301,37,053
154,2746,314,16,191,37053110302,330,110302,37,053
163,3053,90,22,181,37053110401,261,110401,37,053
118,1392,119,1,77,37053110403,131,110403,37,053
123,2209,133,7,143,37053110404,112,110404,37,053
0,0,0,0,0,37053990100,00,990100,37,053
104,4148,15,7,143,37055970101,331,970101,37,055
166,3258,17,3,114,37055970102,253,970102,37,055
391,4362,45,15,158,37055970200,470,970200,37,055
197,3583,25,11,145,37055970301,401,970301,37,055
315,2536,43,13,128,37055970302,431,970302,37,055
121,2894,26,5,90,37055970400,250,970400,37,055
129,952,12,5,55,37055970501,30,970501,37,055
188,3901,27,12,103,37055970502,172,970502,37,055
841,4821,449,26,198,37055970601,222,970601,37,055
102,1466,19,2,55,37055970602,50,970602,37,055
0,0,0,0,0,37055990100,00,990100,37,055
0,0,0,0,0,37055990200,00,990200,37,055
595,3782,1306,27,232,37057060101,2790,060101,37,057
101,2641,24,7,71,37057060103,342,060103,37,057
200,4902,86,16,142,37057060104,290,060104,37,057
145,4186,463,6,154,37057060201,323,060201,37,057
213,1945,70,6,72,37057060202,250,060202,37,057
300,5244,223,14,192,37057060203,431,060203,37,057
167,4377,285,18,138,37057060301,564,060301,37,057
228,4089,268,13,169,37057060302,460,060302,37,057
131,4098,88,9,128,37057060303,270,060303,37,057
126,3216,44,8,87,37057060304,82,060304,37,057
214,4792,208,25,226,37057060400,1330,060400,37,057
211,4886,69,24,202,37057060500,220,060500,37,057
486,3543,228,31,162,37057060601,612,060601,37,057
325,2514,193,8,83,37057060602,731,060602,37,057
1123,2061,1795,18,197,37057060700,690,060700,37,057
728,1722,1664,13,152,37057060800,350,060800,37,057
788,3153,647,20,206,37057060900,370,060900,37,057
1041,2895,955,27,179,37057061000,1055,061000,37,057
219,2375,76,7,90,37057061101,591,061101,37,057
272,3755,99,32,145,37057061102,310,061102,37,057
256,2658,65,7,116,37057061202,710,061202,37,057
478,2106,596,28,168,37057061203,3721,061203,37,057
453,1602,337,18,108,37057061204,1420,061204,37,057
296,1389,464,13,96,37057061300,224,061300,37,057
617,1096,1229,11,109,37057061400,510,061400,37,057
1012,1410,2053,11,186,37057061501,660,061501,37,057
213,1764,193,11,88,37057061502,501,061502,37,057
656,1634,620,23,123,37057061600,640,061600,37,057
359,4407,288,17,189,37057061701,1163,061701,37,057
294,3708,92,21,161,37057061703,122,061703,37,057
177,3281,121,20,156,37057061704,54,061704,37,057
117,2553,62,9,83,37057061705,210,061705,37,057
407,2395,447,22,145,37057061803,771,061803,37,057
100,2400,48,8,64,37057061805,232,061805,37,057
99,3045,29,13,108,37057061806,290,061806,37,057
56,2324,63,8,104,37057061807,110,061807,37,057
158,3444,199,22,162,37057061808,290,061808,37,057
133,4690,52,27,143,37057061902,200,061902,37,057
190,3159,27,16,107,37057061903,142,061903,37,057
86,2431,29,11,87,37057061904,80,061904,37,057
60,4275,18,7,134,37057062001,150,062001,37,057
72,3540,16,13,95,37057062002,182,062002,37,057
358,3374,115,11,160,37059080101,60,080101,37,059
276,2800,212,14,123,37059080102,41,080102,37,059
338,4655,185,9,155,37059080200,690,080200,37,059
161,5072,146,13,170,37059080301,703,080301,37,059
165,3049,106,13,98,37059080302,140,080302,37,059
184,4805,156,14,188,37059080400,150,080400,37,059
680,3271,513,13,152,37059080500,301,080500,37,059
477,3292,472,6,187,37059080600,500,080600,37,059
376,2555,239,1,93,37059080701,110,080701,37,059
360,1936,269,2,170,37059080702,80,080702,37,059
1275,1275,157,4,48,37061090101,110,090101,37,061
874,1760,162,13,69,37061090102,10,090102,37,061
630,735,87,9,27,37061090103,13,090103,37,061
317,568,339,1,6,37061090201,00,090201,37,061
679,969,343,8,59,37061090202,50,090202,37,061
483,668,1327,2,51,37061090301,170,090301,37,061
501,705,1006,8,45,37061090302,70,090302,37,061
604,884,842,5,52,37061090401,60,090401,37,061
293,1274,881,1,93,37061090402,80,090402,37,061
307,2714,245,17,85,37061090503,81,090503,37,061
223,1241,242,4,26,37061090504,20,090504,37,061
157,1797,263,11,75,37061090505,80,090505,37,061
222,1052,498,7,37,37061090506,60,090506,37,061
173,2328,368,5,43,37061090600,140,090600,37,061
203,1325,192,3,35,37061090703,120,090703,37,061
307,707,731,6,22,37061090704,00,090704,37,061
792,1098,714,8,42,37061090705,100,090705,37,061
645,1116,970,19,53,37061090706,260,090706,37,061
1127,812,712,7,22,37061090801,30,090801,37,061
340,896,512,4,30,37061090803,00,090803,37,061
661,1021,846,12,58,37061090804,100,090804,37,061
824,984,1291,1,119,37063000101,351,000101,37,063
1318,1596,1241,4,167,37063000102,620,000102,37,063
502,1461,745,8,103,37063000200,434,000200,37,063
439,1338,647,6,96,37063000301,950,000301,37,063
594,2401,375,5,172,37063000302,980,000302,37,063
237,2003,115,0,125,37063000401,620,000401,37,063
314,1998,114,7,143,37063000402,3630,000402,37,063
544,1567,1461,11,130,37063000500,4070,000500,37,063
1219,2705,1148,16,204,37063000600,1741,000600,37,063
253,2211,856,6,153,37063000700,1863,000700,37,063
638,301,774,7,38,37063000900,70,000900,37,063
1058,597,1991,16,95,37063001001,850,001001,37,063
2822,466,2658,5,121,37063001002,200,001002,37,063
986,734,2180,19,116,37063001100,873,001100,37,063
208,152,970,3,59,37063001301,144,001301,37,063
249,170,3545,0,38,37063001303,230,001303,37,063
501,169,1962,15,88,37063001304,90,001304,37,063
505,80,2051,6,70,37063001400,130,001400,37,063
170,234,2916,0,36,37063001501,640,001501,37,063
93,225,1467,0,35,37063001503,310,001503,37,063
411,811,774,4,109,37063001504,8800,001504,37,063
659,1150,1097,10,147,37063001505,8511,001505,37,063
753,3319,1593,13,209,37063001601,1404,001601,37,063
699,4234,1305,20,272,37063001603,2630,001603,37,063
399,4759,1035,8,240,37063001604,1534,001604,37,063
1280,2654,1376,12,209,37063001705,2092,001705,37,063
628,2744,1107,13,226,37063001706,4847,001706,37,063
919,481,3215,12,113,37063001708,906,001708,37,063
1764,849,5106,28,226,37063001709,1000,001709,37,063
1262,1146,1842,11,165,37063001710,1486,001710,37,063
1121,1223,2081,8,148,37063001711,1240,001711,37,063
230,3231,308,0,142,37063001712,2230,001712,37,063
260,2580,282,7,135,37063001713,1160,001713,37,063
2412,1956,3541,30,212,37063001801,558,001801,37,063
2968,716,3558,19,143,37063001802,601,001802,37,063
1207,2235,2962,12,208,37063001806,760,001806,37,063
1273,4860,4070,30,487,37063001808,6661,001808,37,063
1079,2841,2649,12,277,37063001809,3713,001809,37,063
1359,525,1496,14,92,37063001810,440,001810,37,063
1151,1195,3760,18,136,37063001811,810,001811,37,063
435,4619,541,4,177,37063001900,3800,001900,37,063
475,2806,1410,11,185,37063002007,1520,002007,37,063
155,2580,152,6,156,37063002008,1230,002008,37,063
1194,216,3229,2,94,37063002009,300,002009,37,063
538,2605,1064,11,225,37063002013,3022,002013,37,063
1364,2089,1299,9,176,37063002015,3592,002015,37,063
312,3659,531,11,230,37063002019,3531,002019,37,063
487,4817,1599,10,443,37063002020,9670,002020,37,063
429,2191,1343,4,204,37063002021,3832,002021,37,063
464,2214,1363,8,187,37063002022,2301,002022,37,063
164,1809,597,3,114,37063002023,1271,002023,37,063
490,4511,1187,13,336,37063002024,4760,002024,37,063
847,2142,2649,10,251,37063002025,4550,002025,37,063
1128,1050,4218,5,158,37063002026,2232,002026,37,063
333,2410,491,8,164,37063002029,3480,002029,37,063
232,3208,261,9,269,37063002030,3390,002030,37,063
387,733,794,5,80,37063002031,1910,002031,37,063
1139,721,1031,11,91,37063002032,2861,002032,37,063
261,3128,392,0,169,37063002033,3102,002033,37,063
493,3385,1316,5,283,37063002034,5190,002034,37,063
1008,2669,2192,22,304,37063002035,4291,002035,37,063
462,1209,2143,8,154,37063002036,2831,002036,37,063
482,2687,1923,26,310,37063002037,16517,002037,37,063
466,2687,1890,20,193,37063002038,4231,002038,37,063
532,5732,2354,53,233,37063002100,1060,002100,37,063
269,2116,483,5,119,37063002200,1600,002200,37,063
245,871,1109,9,91,37063002300,900,002300,37,063
5,3,0,0,1,37063980100,00,980100,37,063
138,776,4012,17,108,37065020200,23,020200,37,065
174,483,4528,23,105,37065020300,130,020300,37,065
101,228,3879,8,86,37065020400,43,020400,37,065
242,545,1549,6,52,37065020600,40,020600,37,065
147,571,982,4,42,37065020700,10,020700,37,065
249,1458,1342,2,60,37065020800,01,020800,37,065
100,176,1737,0,40,37065020900,10,020900,37,065
121,1125,1738,5,101,37065021000,140,021000,37,065
503,1350,1680,10,79,37065021100,152,021100,37,065
161,2361,2262,14,114,37065021200,300,021200,37,065
316,2384,1178,15,102,37065021300,30,021300,37,065
142,2582,684,11,57,37065021400,40,021400,37,065
149,1472,1182,7,45,37065021500,70,021500,37,065
163,1829,546,6,71,37065021600,140,021600,37,065
231,2027,723,0,102,37067000100,1380,000100,37,067
91,657,454,7,55,37067000200,320,000200,37,067
118,54,1646,9,37,37067000301,00,000301,37,067
384,92,1277,4,49,37067000302,10,000302,37,067
479,162,2465,12,87,37067000400,38,000400,37,067
498,83,1714,5,35,37067000500,02,000500,37,067
403,50,1450,1,50,37067000600,10,000600,37,067
175,114,1226,0,40,37067000700,180,000700,37,067
322,81,2306,21,75,37067000801,51,000801,37,067
533,644,921,6,112,37067000802,300,000802,37,067
541,1910,900,14,146,37067000900,570,000900,37,067
618,2276,743,6,177,37067001000,910,001000,37,067
193,1825,503,5,105,37067001100,1190,001100,37,067
62,1948,168,6,62,37067001200,200,001200,37,067
354,3759,626,5,195,37067001300,3102,001300,37,067
1128,628,1936,19,105,37067001400,301,001400,37,067
1826,521,1852,18,100,37067001500,150,001500,37,067
405,148,2925,6,77,37067001601,330,001601,37,067
490,116,2397,8,58,37067001602,30,001602,37,067
861,787,3631,7,174,37067001700,280,001700,37,067
1710,373,2239,13,99,37067001800,44,001800,37,067
759,309,417,2,47,37067001901,20,001901,37,067
332,1112,282,10,102,37067001902,211,001902,37,067
885,617,937,4,75,37067002001,110,002001,37,067
1423,976,910,6,76,37067002002,381,002002,37,067
172,1565,253,0,79,37067002100,350,002100,37,067
183,2829,269,3,140,37067002200,1340,002200,37,067
65,2480,32,3,66,37067002501,210,002501,37,067
82,2742,63,0,81,37067002502,450,002502,37,067
139,2271,253,5,70,37067002601,470,002601,37,067
1063,3999,986,10,197,37067002604,18161,002604,37,067
195,1627,507,1,114,37067002605,1060,002605,37,067
377,2953,679,15,161,37067002606,960,002606,37,067
1901,1348,2722,18,167,37067002701,5743,002701,37,067
1130,1321,3230,11,200,37067002702,12710,002702,37,067
696,929,1533,6,136,37067002704,6512,002704,37,067
230,1842,889,6,111,37067002705,1562,002705,37,067
208,3699,436,6,133,37067002801,191,002801,37,067
1006,1682,854,10,96,37067002804,252,002804,37,067
757,1053,1306,10,94,37067002806,356,002806,37,067
581,3055,1001,17,166,37067002807,233,002807,37,067
352,2710,670,11,140,37067002808,251,002808,37,067
205,2005,637,9,122,37067002809,414,002809,37,067
960,2377,1302,16,182,37067002901,391,002901,37,067
839,1971,706,16,171,37067002903,316,002903,37,067
112,1713,93,8,76,37067002904,90,002904,37,067
399,1784,1837,15,150,37067003002,223,003002,37,067
359,2342,633,17,157,37067003003,740,003003,37,067
229,2806,537,13,144,37067003004,710,003004,37,067
272,4885,486,13,205,37067003103,520,003103,37,067
307,2821,605,15,131,37067003105,103,003105,37,067
124,2792,130,12,74,37067003106,100,003106,37,067
324,3312,470,14,170,37067003107,310,003107,37,067
1019,2059,271,14,151,37067003108,350,003108,37,067
423,3705,481,18,176,37067003201,1222,003201,37,067
783,2556,657,18,158,37067003202,500,003202,37,067
298,2529,662,11,166,37067003307,720,003307,37,067
783,5686,1235,29,349,37067003308,1751,003308,37,067
1147,1652,2518,5,172,37067003309,690,003309,37,067
703,1973,1295,16,170,37067003310,691,003310,37,067
173,1327,346,3,63,37067003311,390,003311,37,067
298,3275,676,7,139,37067003312,1055,003312,37,067
226,1169,59,9,32,37067003313,142,003313,37,067
321,2227,229,13,93,37067003314,310,003314,37,067
356,2663,452,13,152,37067003315,690,003315,37,067
420,1697,137,17,85,37067003402,170,003402,37,067
1650,663,924,7,107,37067003403,150,003403,37,067
1809,584,1333,11,114,37067003404,82,003404,37,067
2303,2390,2933,21,272,37067003500,862,003500,37,067
1900,2994,1670,16,251,37067003600,1633,003600,37,067
1038,1268,2017,23,205,37067003701,854,003701,37,067
954,2299,1759,16,186,37067003702,1190,003702,37,067
987,3878,2847,20,333,37067003703,3025,003703,37,067
572,2800,1196,16,208,37067003803,1132,003803,37,067
376,2940,1445,17,159,37067003804,2682,003804,37,067
1007,2917,1899,16,237,37067003805,4550,003805,37,067
470,1897,530,11,114,37067003806,1180,003806,37,067
803,1832,1754,15,180,37067003903,2311,003903,37,067
611,4197,1176,17,253,37067003904,5151,003904,37,067
316,2402,577,3,129,37067003905,1805,003905,37,067
140,3132,114,4,118,37067003906,1331,003906,37,067
150,2733,122,5,118,37067003908,1120,003908,37,067
235,3634,397,4,155,37067003909,2130,003909,37,067
180,4202,225,3,137,37067004005,1111,004005,37,067
385,6579,378,14,293,37067004007,3224,004007,37,067
266,3765,160,5,170,37067004009,820,004009,37,067
346,3680,316,11,155,37067004010,5980,004010,37,067
340,4685,404,16,226,37067004011,2070,004011,37,067
474,4387,595,12,234,37067004012,2736,004012,37,067
955,2508,304,12,118,37067004013,1731,004013,37,067
324,2583,244,0,108,37067004014,1571,004014,37,067
363,3404,453,11,206,37067004015,1600,004015,37,067
159,2603,208,10,100,37067004102,270,004102,37,067
248,3099,440,13,157,37067004103,2631,004103,37,067
289,3371,533,2,159,37067004104,2262,004104,37,067
340,2304,1606,10,126,37069060100,22,060100,37,069
219,2293,630,20,88,37069060200,80,060200,37,069
357,2894,2009,15,135,37069060301,520,060301,37,069
456,863,1203,16,89,37069060302,80,060302,37,069
286,1718,512,14,106,37069060401,164,060401,37,069
242,1375,865,7,86,37069060403,70,060403,37,069
324,1053,1666,3,139,37069060404,391,060404,37,069
962,6189,1810,22,368,37069060501,1640,060501,37,069
847,7077,1287,36,377,37069060502,562,060502,37,069
262,2232,297,12,120,37069060601,74,060601,37,069
671,4640,980,22,251,37069060602,380,060602,37,069
351,550,382,10,26,37069060701,40,060701,37,069
162,1468,331,15,78,37069060702,30,060702,37,069
100,1879,315,12,95,37069060703,150,060703,37,069
634,2022,1305,25,111,37069060801,160,060801,37,069
749,3728,587,20,176,37069060802,174,060802,37,069
112,1421,75,4,65,37071030103,50,030103,37,071
98,1941,126,5,81,37071030104,480,030104,37,071
198,2085,616,1,156,37071030105,700,030105,37,071
83,802,297,3,56,37071030106,600,030106,37,071
116,3228,229,19,187,37071030205,290,030205,37,071
237,1391,588,6,98,37071030206,390,030206,37,071
13,1062,27,2,30,37071030207,101,030207,37,071
20,541,11,2,18,37071030208,50,030208,37,071
24,1542,55,9,67,37071030209,50,030209,37,071
77,2037,84,8,114,37071030301,130,030301,37,071
94,2304,56,2,107,37071030302,130,030302,37,071
170,3635,129,8,155,37071030401,201,030401,37,071
95,1718,83,7,70,37071030403,60,030403,37,071
192,1966,455,2,63,37071030404,462,030404,37,071
113,2172,92,13,113,37071030501,60,030501,37,071
65,1825,172,9,101,37071030503,80,030503,37,071
103,1408,87,2,72,37071030504,43,030504,37,071
159,2330,114,5,88,37071030601,160,030601,37,071
191,1953,201,2,79,37071030602,270,030602,37,071
131,2493,429,10,124,37071030700,140,030700,37,071
65,1216,145,5,56,37071030801,50,030801,37,071
307,3213,538,14,152,37071030802,250,030802,37,071
193,1812,327,14,145,37071030901,243,030901,37,071
872,2301,1548,18,220,37071030902,661,030902,37,071
440,2022,76,5,112,37071031001,431,031001,37,071
212,2408,360,9,129,37071031004,1640,031004,37,071
161,2183,191,14,90,37071031005,253,031005,37,071
85,1463,159,4,69,37071031006,350,031006,37,071
145,1935,521,14,125,37071031101,470,031101,37,071
161,1315,551,9,116,37071031102,353,031102,37,071
313,1693,306,12,87,37071031202,440,031202,37,071
151,1429,161,6,81,37071031203,375,031203,37,071
125,1191,156,13,57,37071031204,410,031204,37,071
539,2593,1046,16,156,37071031301,1160,031301,37,071
375,841,414,6,73,37071031303,60,031303,37,071
211,2190,308,12,169,37071031304,760,031304,37,071
416,1311,818,18,132,37071031401,230,031401,37,071
148,1886,203,4,87,37071031402,240,031402,37,071
534,1516,1250,19,114,37071031500,71,031500,37,071
193,2404,807,19,136,37071031600,180,031600,37,071
378,1607,868,6,90,37071031703,270,031703,37,071
269,2884,323,10,175,37071031704,80,031704,37,071
210,1621,128,17,102,37071031705,82,031705,37,071
67,1298,90,0,84,37071031706,30,031706,37,071
603,1079,1547,7,70,37071031800,140,031800,37,071
77,243,215,0,36,37071031901,20,031901,37,071
182,321,1733,7,105,37071031902,10,031902,37,071
393,971,1571,12,107,37071032000,232,032000,37,071
440,1170,1095,12,99,37071032100,251,032100,37,071
168,1824,260,12,120,37071032201,450,032201,37,071
84,1503,161,12,72,37071032202,160,032202,37,071
181,2401,480,8,99,37071032301,1101,032301,37,071
223,2347,233,14,131,37071032302,14711,032302,37,071
99,2567,126,10,94,37071032403,542,032403,37,071
131,2526,307,7,120,37071032404,660,032404,37,071
108,2808,199,9,108,37071032405,1040,032405,37,071
96,2037,112,21,104,37071032406,780,032406,37,071
777,1849,1533,6,166,37071032505,1632,032505,37,071
666,1604,1285,13,133,37071032506,872,032506,37,071
294,2741,646,8,158,37071032507,1550,032507,37,071
106,2390,300,14,109,37071032508,970,032508,37,071
72,1699,137,7,58,37071032509,600,032509,37,071
92,2203,93,9,71,37071032510,580,032510,37,071
450,2672,644,6,139,37071032600,360,032600,37,071
165,1426,433,5,75,37071032702,830,032702,37,071
287,1147,434,7,98,37071032703,262,032703,37,071
611,2594,1360,4,179,37071032704,580,032704,37,071
226,1374,669,20,111,37071032801,230,032801,37,071
520,1997,989,12,121,37071032802,575,032802,37,071
451,1797,1315,6,149,37071032900,230,032900,37,071
644,1114,1235,5,99,37071033100,530,033100,37,071
280,1580,368,9,76,37071033202,260,033202,37,071
540,901,964,12,78,37071033203,60,033203,37,071
511,1527,1434,7,149,37071033204,160,033204,37,071
149,2983,256,3,127,37071033303,730,033303,37,071
78,1343,46,11,60,37071033306,131,033306,37,071
72,990,158,8,57,37071033308,170,033308,37,071
105,1536,158,7,105,37071033309,150,033309,37,071
290,1262,274,9,92,37071033310,100,033310,37,071
34,651,51,0,33,37071033311,121,033311,37,071
240,2736,518,6,110,37071033312,1790,033312,37,071
109,1775,266,0,69,37071033313,691,033313,37,071
459,1650,427,12,107,37071033400,52,033400,37,071
78,1907,343,21,105,37071033501,220,033501,37,071
116,2222,167,12,116,37071033502,310,033502,37,071
91,2712,1163,12,105,37073970100,103,970100,37,073
61,2141,1058,21,146,37073970200,55,970200,37,073
49,1852,801,31,110,37073970300,62,970300,37,073
36,1848,6,47,77,37075920100,11,920100,37,075
87,2388,26,107,82,37075920200,70,920200,37,075
96,2649,14,416,104,37075920300,123,920300,37,075
232,3017,1509,14,111,37077970101,100,970101,37,077
148,1819,1033,5,96,37077970102,73,970102,37,077
342,2046,1788,8,92,37077970200,356,970200,37,077
389,1705,1486,9,97,37077970300,252,970300,37,077
221,1200,2473,4,109,37077970400,320,970400,37,077
459,1779,1430,14,84,37077970500,142,970500,37,077
446,4525,998,21,254,37077970601,341,970601,37,077
337,2549,805,18,171,37077970604,340,970604,37,077
397,4249,359,18,257,37077970605,355,970605,37,077
200,1070,803,8,95,37077970606,340,970606,37,077
646,2516,1437,19,183,37077970607,740,970607,37,077
472,3887,810,17,209,37077970701,93,970701,37,077
723,833,816,8,62,37077970702,50,970702,37,077
915,1620,1655,13,100,37077970703,102,970703,37,077
284,795,913,29,3,37077970704,80,970704,37,077
695,1841,807,15,72,37079950101,50,950101,37,079
406,2568,2641,60,94,37079950102,100,950102,37,079
849,2106,1067,9,109,37079950200,20,950200,37,079
784,1745,1648,7,96,37079950301,40,950301,37,079
202,1384,1043,4,61,37079950302,160,950302,37,079
396,148,994,2,49,37081010100,62,010100,37,081
354,1627,2119,23,167,37081010200,3260,010200,37,081
331,546,1105,1,90,37081010300,5510,010300,37,081
55,1229,102,5,61,37081010401,182,010401,37,081
69,1242,215,5,58,37081010403,390,010403,37,081
52,2390,20,2,37,37081010404,240,010404,37,081
106,1741,144,4,81,37081010500,191,010500,37,081
201,2185,297,11,87,37081010601,540,010601,37,081
392,3253,2025,11,164,37081010602,2177,010602,37,081
92,1408,325,13,114,37081010701,634,010701,37,081
713,3177,2406,23,313,37081010702,2353,010702,37,081
134,1791,852,4,84,37081010800,690,010800,37,081
151,931,1130,1,72,37081010900,840,010900,37,081
371,91,4610,9,86,37081011000,200,011000,37,081
375,128,3316,26,137,37081011101,1560,011101,37,081
253,63,2337,3,61,37081011102,130,011102,37,081
253,527,2448,3,72,37081011201,573,011201,37,081
235,89,2326,11,103,37081011202,320,011202,37,081
346,170,2288,6,102,37081011300,214,011300,37,081
519,413,4306,35,170,37081011400,393,011400,37,081
546,1192,1827,15,137,37081011500,1023,011500,37,081
593,757,893,7,132,37081011601,1712,011601,37,081
1131,608,1096,16,110,37081011602,1562,011602,37,081
590,890,3302,23,167,37081011904,2251,011904,37,081
772,826,2784,15,110,37081011905,2180,011905,37,081
244,3200,582,11,136,37081012503,1521,012503,37,081
355,1346,1709,18,121,37081012504,650,012504,37,081
121,3907,126,5,146,37081012505,900,012505,37,081
129,2756,244,14,151,37081012508,901,012508,37,081
67,2014,101,1,65,37081012509,500,012509,37,081
133,2586,197,4,103,37081012510,2180,012510,37,081
141,4430,219,3,137,37081012511,960,012511,37,081
865,764,2432,27,168,37081012604,4614,012604,37,081
418,1158,824,10,116,37081012607,1431,012607,37,081
851,319,1150,17,67,37081012608,716,012608,37,081
517,547,1192,14,99,37081012610,8073,012610,37,081
852,587,2122,17,113,37081012611,1370,012611,37,081
935,902,3920,27,198,37081012612,2590,012612,37,081
718,584,1732,13,123,37081012617,25918,012617,37,081
591,676,1948,24,129,37081012618,532,012618,37,081
267,1350,1554,5,140,37081012619,1090,012619,37,081
838,691,1762,26,131,37081012620,3136,012620,37,081
729,912,1552,18,143,37081012621,5220,012621,37,081
459,2725,1644,22,174,37081012703,4311,012703,37,081
565,622,1716,17,108,37081012704,5910,012704,37,081
312,124,3484,1,123,37081012705,900,012705,37,081
487,195,2487,8,79,37081012706,1061,012706,37,081
507,199,1788,13,81,37081012707,663,012707,37,081
977,1687,5901,36,326,37081012803,3060,012803,37,081
363,319,3362,31,129,37081012804,550,012804,37,081
215,327,2042,10,101,37081012805,993,012805,37,081
379,3235,754,12,29,37081013601,979,013601,37,081
682,1381,1646,20,164,37081013602,1751,013602,37,081
221,3018,488,11,133,37081013700,2233,013700,37,081
525,483,2634,24,126,37081013800,1500,013800,37,081
463,390,3260,14,178,37081013900,591,013900,37,081
757,1132,956,25,91,37081014000,2090,014000,37,081
749,515,2195,6,140,37081014200,3842,014200,37,081
821,519,1108,11,58,37081014300,3990,014300,37,081
230,402,1540,11,62,37081014406,2351,014406,37,081
502,3573,1430,22,194,37081014407,3581,014407,37,081
536,525,1151,16,78,37081014408,970,014408,37,081
338,1714,642,11,82,37081014409,2120,014409,37,081
402,1794,1348,17,146,37081014410,2281,014410,37,081
567,1459,2871,17,110,37081014411,3660,014411,37,081
261,1583,698,7,86,37081014412,1700,014412,37,081
374,480,224,17,25,37081014501,890,014501,37,081
768,1266,1366,18,111,37081014502,11390,014502,37,081
510,524,1858,14,128,37081014503,3624,014503,37,081
395,3296,1561,18,188,37081015100,964,015100,37,081
339,3646,1073,26,221,37081015201,290,015201,37,081
407,3194,2269,18,358,37081015202,1660,015202,37,081
344,3143,1738,16,145,37081015301,790,015301,37,081
477,1547,2278,13,179,37081015302,765,015302,37,081
344,2843,1886,26,241,37081015401,511,015401,37,081
1095,2526,3645,29,251,37081015402,1560,015402,37,081
587,1919,4188,30,308,37081015500,1060,015500,37,081
221,4488,365,15,166,37081015601,1504,015601,37,081
541,4249,1030,30,236,37081015602,1105,015602,37,081
399,4048,1439,14,296,37081015703,3392,015703,37,081
319,4161,1196,13,293,37081015704,2862,015704,37,081
195,1751,754,12,124,37081015705,1030,015705,37,081
389,3661,1576,14,203,37081015706,3290,015706,37,081
273,4464,1244,25,216,37081015707,1952,015707,37,081
557,6903,418,16,303,37081015800,4214,015800,37,081
364,5199,272,30,183,37081015901,960,015901,37,081
239,3644,259,4,147,37081015902,2930,015902,37,081
278,3617,373,2,177,37081016003,4182,016003,37,081
74,1370,127,5,47,37081016005,2040,016005,37,081
276,2244,808,14,166,37081016006,6630,016006,37,081
268,3436,690,13,207,37081016007,4013,016007,37,081
531,5018,850,10,296,37081016008,8744,016008,37,081
276,2813,374,8,176,37081016009,2120,016009,37,081
225,1783,453,2,121,37081016010,930,016010,37,081
626,2152,2371,30,226,37081016011,2824,016011,37,081
278,3477,550,8,125,37081016101,1734,016101,37,081
450,1661,1346,16,184,37081016102,832,016102,37,081
564,2207,1987,14,265,37081016103,2006,016103,37,081
393,5199,292,29,248,37081016201,5551,016201,37,081
295,3532,760,15,169,37081016203,4230,016203,37,081
265,2487,716,8,168,37081016204,8820,016204,37,081
450,2237,768,23,180,37081016205,9362,016205,37,081
198,2486,367,9,88,37081016303,2220,016303,37,081
215,2640,453,4,118,37081016304,2126,016304,37,081
186,2395,496,6,115,37081016305,2523,016305,37,081
511,2579,1692,13,202,37081016306,4076,016306,37,081
166,603,866,10,71,37081016405,240,016405,37,081
361,2072,1139,15,135,37081016406,4516,016406,37,081
314,2447,945,8,163,37081016407,5922,016407,37,081
63,1628,108,0,64,37081016408,880,016408,37,081
89,1862,334,4,109,37081016409,832,016409,37,081
561,2358,1735,17,209,37081016410,5120,016410,37,081
685,4070,1060,31,215,37081016502,4433,016502,37,081
516,2120,2061,18,203,37081016503,5071,016503,37,081
431,2395,1624,19,216,37081016505,5094,016505,37,081
405,2712,1010,22,205,37081016506,4520,016506,37,081
256,1661,167,13,80,37081016600,2661,016600,37,081
612,1729,3202,39,198,37081016701,2030,016701,37,081
458,2943,135,31,155,37081016702,220,016702,37,081
1242,3459,2613,35,259,37081016800,1175,016800,37,081
196,4021,286,28,105,37081016900,273,016900,37,081
174,4167,138,12,143,37081017000,104,017000,37,081
214,4011,1013,27,190,37081017101,960,017101,37,081
192,1509,520,19,62,37081017102,423,017102,37,081
602,5516,2577,53,336,37081017200,1960,017200,37,081
0,0,0,0,0,37081980100,00,980100,37,081
55,624,2114,12,73,37083930100,62,930100,37,083
182,3306,1367,29,112,37083930200,1471,930200,37,083
219,2900,1172,29,169,37083930300,253,930300,37,083
101,1861,1330,18,82,37083930400,500,930400,37,083
191,1563,1908,18,111,37083930501,01,930501,37,083
41,1227,676,11,53,37083930503,130,930503,37,083
