hispanic,white,black,native,multiple,CENSUS_TRACT,api,tract,state,county
88,1045,1951,11,68,37083930504,00,930504,37,083
49,1551,1921,19,70,37083930600,130,930600,37,083
26,341,712,10,15,37083930701,40,930701,37,083
49,1372,951,21,47,37083930702,70,930702,37,083
111,500,2467,1359,191,37083930800,41,930800,37,083
14,284,998,12,20,37083930901,20,930901,37,083
59,287,2334,15,57,37083930902,03,930902,37,083
100,858,2027,20,34,37083931000,40,931000,37,083
47,613,603,1,23,37083931101,60,931101,37,083
122,738,2206,8,62,37083931102,00,931102,37,083
399,1959,1235,54,159,37085070100,302,070100,37,085
231,1295,1272,27,88,37085070200,120,070200,37,085
425,2813,1221,38,110,37085070300,330,070300,37,085
599,2809,484,23,155,37085070401,302,070401,37,085
1260,4259,811,39,220,37085070402,213,070402,37,085
726,4018,977,69,213,37085070500,137,070500,37,085
344,1960,1851,67,182,37085070600,1410,070600,37,085
536,2805,1826,41,211,37085070700,376,070700,37,085
411,1845,343,18,69,37085070801,230,070801,37,085
319,3805,838,41,133,37085070802,1065,070802,37,085
665,1631,403,4,103,37085070901,190,070901,37,085
691,1706,310,7,69,37085070902,191,070902,37,085
557,1311,337,3,67,37085070903,90,070903,37,085
837,2398,495,23,132,37085070904,200,070904,37,085
347,2815,270,18,103,37085071002,106,071002,37,085
409,2864,533,17,162,37085071003,220,071003,37,085
212,1455,146,5,75,37085071004,101,071004,37,085
580,2280,354,8,118,37085071101,190,071101,37,085
798,3142,814,21,186,37085071102,159,071102,37,085
363,1920,621,27,156,37085071201,289,071201,37,085
644,2035,1383,55,283,37085071202,7820,071202,37,085
326,1113,922,25,188,37085071203,6510,071203,37,085
875,4254,1344,57,422,37085071204,11415,071204,37,085
572,2642,782,25,196,37085071301,3415,071301,37,085
1037,3935,1405,46,498,37085071302,8714,071302,37,085
1771,6462,2554,81,803,37085071303,31038,071303,37,085
838,2436,773,39,250,37085071401,523,071401,37,085
2127,5909,2465,100,803,37085071402,17866,071402,37,085
152,3512,14,16,86,37087920101,170,920101,37,087
98,3743,5,15,109,37087920102,60,920102,37,087
60,1173,12,10,55,37087920201,00,920201,37,087
247,4774,34,21,121,37087920202,280,920202,37,087
108,3007,152,21,137,37087920300,120,920300,37,087
96,1737,28,15,68,37087920400,70,920400,37,087
128,1824,6,8,61,37087920501,40,920501,37,087
262,3997,89,24,181,37087920502,291,920502,37,087
164,2056,9,10,54,37087920601,240,920601,37,087
83,2559,28,10,74,37087920602,170,920602,37,087
87,2126,9,11,87,37087920701,320,920701,37,087
62,1602,20,13,73,37087920702,130,920702,37,087
97,2956,15,21,101,37087920800,130,920800,37,087
135,1522,34,14,79,37087920900,290,920900,37,087
208,2910,75,17,94,37087921000,250,921000,37,087
134,2326,31,17,81,37087921100,260,921100,37,087
127,1495,44,14,96,37087921201,160,921201,37,087
224,3623,22,24,167,37087921202,330,921202,37,087
127,3885,6,14,133,37087921301,170,921301,37,087
225,4857,23,12,150,37087921302,120,921302,37,087
5,1,0,1,0,37087980100,00,980100,37,087
534,3757,90,17,178,37089930100,206,930100,37,089
796,2931,49,12,122,37089930201,1927,930201,37,089
988,2111,67,11,112,37089930202,354,930202,37,089
888,2801,161,7,132,37089930301,702,930301,37,089
887,2774,64,18,104,37089930302,1712,930302,37,089
453,1966,112,7,108,37089930401,211,930401,37,089
416,2437,52,6,75,37089930402,178,930402,37,089
616,4179,311,10,229,37089930501,1922,930501,37,089
421,4056,144,13,163,37089930502,791,930502,37,089
518,4200,298,28,201,37089930600,1611,930600,37,089
225,3211,56,5,102,37089930701,368,930701,37,089
240,4136,43,13,137,37089930702,2317,930702,37,089
363,5056,87,10,229,37089930703,722,930703,37,089
533,4175,88,10,156,37089930800,7020,930800,37,089
486,2607,75,4,113,37089930900,373,930900,37,089
1078,4431,225,14,202,37089931000,1105,931000,37,089
399,1408,376,4,82,37089931100,1917,931100,37,089
319,1589,274,4,69,37089931200,1215,931200,37,089
1215,2524,99,12,113,37089931300,528,931300,37,089
1453,2182,149,17,104,37089931401,2822,931401,37,089
628,1448,77,5,101,37089931402,3024,931402,37,089
135,3648,60,7,89,37089931500,234,931500,37,089
326,4152,119,23,169,37089931600,4511,931600,37,089
88,2651,25,1,69,37089931700,177,931700,37,089
89,3067,23,0,95,37089931801,281,931801,37,089
240,3931,57,4,142,37089931802,241,931802,37,089
330,3462,78,4,170,37089931901,95,931901,37,089
112,2801,24,5,106,37089931902,163,931902,37,089
223,4056,16,13,165,37089932000,144,932000,37,089
0,0,0,0,0,37089980100,00,980100,37,089
273,1134,1941,14,50,37091950101,210,950101,37,091
150,1029,1899,8,114,37091950102,90,950102,37,091
35,711,1342,24,62,37091950201,00,950201,37,091
44,469,1006,54,56,37091950202,01,950202,37,091
86,1130,1273,16,113,37091950300,01,950300,37,091
58,1381,1762,24,78,37091950401,421,950401,37,091
82,804,2704,47,88,37091950402,290,950402,37,091
851,63,288,1,0,37091980000,120,980000,37,091
663,1722,1749,78,274,37093970104,6014,970104,37,093
1090,1624,2195,71,327,37093970105,10627,970105,37,093
1018,3051,1652,54,433,37093970106,14749,970106,37,093
1507,2563,2582,175,517,37093970107,13626,970107,37,093
682,2781,1151,157,334,37093970108,6118,970108,37,093
619,1274,1168,71,183,37093970109,5614,970109,37,093
339,2071,1118,264,251,37093970201,429,970201,37,093
499,1294,1276,659,196,37093970202,2013,970202,37,093
596,1601,2127,183,190,37093970300,381,970300,37,093
314,1219,619,1095,186,37093970401,368,970401,37,093
360,461,748,996,132,37093970402,1410,970402,37,093
0,6,0,0,1,37093980100,00,980100,37,093
220,1502,499,0,67,37095920101,02,920101,37,095
127,1426,653,7,51,37095920102,70,920102,37,095
0,0,0,0,0,37095990100,00,990100,37,095
0,0,0,0,0,37095990200,00,990200,37,095
744,3366,1447,15,235,37097060100,660,060100,37,097
289,259,1421,12,82,37097060200,40,060200,37,097
579,727,1176,1,109,37097060300,350,060300,37,097
567,1495,1771,15,131,37097060400,300,060400,37,097
398,2404,1286,6,172,37097060500,420,060500,37,097
918,3135,1849,9,203,37097060601,2520,060601,37,097
77,1746,83,2,63,37097060602,490,060602,37,097
268,883,329,2,40,37097060603,262,060603,37,097
566,1998,271,5,105,37097060701,521,060701,37,097
497,2998,370,15,122,37097060702,801,060702,37,097
252,2162,251,9,83,37097060703,490,060703,37,097
435,2700,196,13,131,37097060801,163,060801,37,097
396,2716,305,8,149,37097060802,110,060802,37,097
210,2934,18,13,93,37097060901,100,060901,37,097
165,3418,102,6,88,37097060902,110,060902,37,097
411,2986,358,13,168,37097061001,780,061001,37,097
344,3156,314,7,146,37097061002,830,061002,37,097
258,2868,506,10,132,37097061003,520,061003,37,097
217,2126,213,5,97,37097061101,600,061101,37,097
276,2474,288,6,113,37097061102,1522,061102,37,097
131,2344,183,0,128,37097061103,210,061103,37,097
176,1750,154,11,65,37097061104,220,061104,37,097
383,4076,400,9,202,37097061201,872,061201,37,097
227,4015,572,8,168,37097061202,600,061202,37,097
522,5141,455,16,230,37097061203,2230,061203,37,097
162,3797,106,0,173,37097061204,1254,061204,37,097
116,3530,133,3,89,37097061205,120,061205,37,097
255,2284,180,8,111,37097061301,271,061301,37,097
413,3900,374,20,236,37097061302,333,061302,37,097
292,4394,296,16,261,37097061303,1106,061303,37,097
582,3880,736,27,235,37097061304,2750,061304,37,097
238,4555,68,17,179,37097061401,1542,061401,37,097
558,5580,411,19,248,37097061402,4719,061402,37,097
430,2742,292,9,148,37097061403,1731,061403,37,097
119,2470,137,13,116,37097061404,2430,061404,37,097
217,3134,44,5,121,37097061405,833,061405,37,097
216,4494,60,2,161,37097061406,1134,061406,37,097
181,3935,141,5,158,37097061407,782,061407,37,097
354,4234,405,9,235,37097061408,1034,061408,37,097
412,3205,826,10,319,37097061501,666,061501,37,097
445,3863,337,12,224,37097061502,870,061502,37,097
250,3883,489,11,205,37097061503,530,061503,37,097
437,1749,983,6,137,37097061601,670,061601,37,097
529,3583,427,22,248,37097061603,6360,061603,37,097
66,1028,278,2,65,37097061604,130,061604,37,097
199,2276,214,5,99,37097061605,2252,061605,37,097
341,2086,32,3203,374,37099940200,710,940200,37,099
57,1665,10,34,84,37099950200,20,950200,37,099
462,4470,100,176,205,37099950300,1010,950300,37,099
313,3569,63,71,199,37099950400,912,950400,37,099
259,4942,47,190,203,37099950500,362,950500,37,099
1096,9217,433,129,449,37099950600,1426,950600,37,099
184,2557,36,39,92,37099950700,190,950700,37,099
335,1822,2,4,48,37099950800,40,950800,37,099
245,2472,13,3,63,37099950900,310,950900,37,099
356,1806,498,8,109,37101040101,130,040101,37,101
412,1632,196,7,100,37101040102,50,040102,37,101
269,1676,180,13,77,37101040103,10,040103,37,101
1075,2513,843,21,152,37101040204,133,040204,37,101
854,4559,578,22,231,37101040205,300,040205,37,101
770,3349,275,18,128,37101040206,133,040206,37,101
1151,8865,1834,43,488,37101040207,2186,040207,37,101
576,2855,795,17,253,37101040208,321,040208,37,101
768,4764,710,30,358,37101040209,1106,040209,37,101
147,1860,184,10,72,37101040210,154,040210,37,101
1222,1493,1179,10,153,37101040301,251,040301,37,101
1533,653,1188,5,88,37101040303,110,040303,37,101
519,1117,468,9,52,37101040304,70,040304,37,101
1117,3276,461,5,168,37101040400,110,040400,37,101
503,3464,545,14,139,37101040501,357,040501,37,101
321,1694,157,9,68,37101040502,73,040502,37,101
694,1669,959,11,92,37101040600,160,040600,37,101
747,1485,975,8,88,37101040700,725,040700,37,101
780,1956,634,5,79,37101040800,240,040800,37,101
1283,6026,1300,30,320,37101040903,1043,040903,37,101
1262,2204,1165,33,125,37101040904,120,040904,37,101
1093,3153,780,29,176,37101040905,240,040905,37,101
371,1513,288,9,102,37101040906,170,040906,37,101
2202,4952,3253,30,422,37101041001,1450,041001,37,101
495,2188,753,13,168,37101041003,741,041003,37,101
383,1240,566,7,111,37101041004,240,041004,37,101
523,2668,656,14,161,37101041005,360,041005,37,101
852,3073,701,16,175,37101041104,260,041104,37,101
536,2481,686,13,154,37101041105,280,041105,37,101
594,3765,684,26,245,37101041106,370,041106,37,101
709,3349,741,14,224,37101041107,620,041107,37,101
313,2487,753,12,224,37101041108,739,041108,37,101
251,2308,410,33,158,37101041109,253,041109,37,101
379,2479,687,12,145,37101041110,280,041110,37,101
356,2455,837,11,135,37101041111,443,041111,37,101
745,3784,1087,48,274,37101041112,1804,041112,37,101
143,1623,217,7,107,37101041113,361,041113,37,101
411,1343,39,20,68,37101041203,11,041203,37,101
536,919,137,4,17,37101041204,42,041204,37,101
524,1658,446,7,93,37101041205,80,041205,37,101
605,1723,240,12,58,37101041206,120,041206,37,101
476,1281,302,5,46,37101041301,40,041301,37,101
691,2948,233,21,69,37101041302,01,041302,37,101
428,2220,430,10,121,37101041401,160,041401,37,101
582,2878,796,24,119,37101041402,201,041402,37,101
589,2793,339,32,204,37101041504,260,041504,37,101
379,3475,363,20,149,37101041505,230,041505,37,101
396,1594,212,17,91,37101041506,50,041506,37,101
490,3063,424,27,152,37101041507,240,041507,37,101
477,1846,248,11,86,37101041508,40,041508,37,101
480,3123,402,26,94,37101041509,410,041509,37,101
416,1421,50,13,63,37101041510,81,041510,37,101
616,1745,157,9,79,37101041511,22,041511,37,101
94,2032,1120,23,112,37103920100,120,920100,37,103
123,1425,865,12,76,37103920200,140,920200,37,103
177,2330,579,7,95,37103920300,60,920300,37,103
1059,2392,1066,9,181,37105030101,6012,030101,37,105
645,4230,532,20,203,37105030102,1205,030102,37,105
1782,587,767,9,90,37105030200,90,030200,37,105
975,412,1473,5,62,37105030300,121,030300,37,105
1415,1180,1039,10,99,37105030401,150,030401,37,105
2542,2241,1936,23,225,37105030402,1312,030402,37,105
674,1115,298,3,52,37105030502,10,030502,37,105
849,4848,554,21,209,37105030504,346,030504,37,105
451,2231,394,11,87,37105030505,145,030505,37,105
405,661,221,11,55,37105030506,230,030506,37,105
350,2810,325,26,146,37105030507,480,030507,37,105
272,2669,348,7,143,37105030601,492,030601,37,105
527,4029,617,33,208,37105030602,674,030602,37,105
564,3235,360,28,138,37105030702,184,030702,37,105
276,1396,153,2,75,37105030703,150,030703,37,105
336,2019,618,13,123,37105030704,272,030704,37,105
357,2124,1868,4,96,37107010100,523,010100,37,107
50,116,2049,2,51,37107010200,00,010200,37,107
38,38,1326,0,50,37107010300,00,010300,37,107
17,16,670,0,10,37107010400,00,010400,37,107
122,169,2859,6,78,37107010500,100,010500,37,107
63,1483,1849,15,81,37107010600,471,010600,37,107
89,432,1501,4,56,37107010700,145,010700,37,107
156,2044,2496,4,119,37107010800,1034,010800,37,107
227,1384,1356,13,79,37107010900,80,010900,37,107
402,2699,1140,13,126,37107011001,340,011001,37,107
367,2509,785,16,92,37107011002,166,011002,37,107
472,2608,2076,12,147,37107011100,271,011100,37,107
593,2242,356,11,75,37107011201,40,011201,37,107
607,2536,232,8,73,37107011202,70,011202,37,107
161,981,459,6,47,37107011301,01,011301,37,107
285,1851,638,12,110,37107011302,20,011302,37,107
359,3350,374,8,108,37107011400,81,011400,37,107
536,3387,726,18,178,37109070100,270,070100,37,109
918,2909,613,24,174,37109070201,670,070201,37,109
289,2687,174,5,131,37109070202,251,070202,37,109
340,3252,222,11,160,37109070300,252,070300,37,109
458,5047,117,7,196,37109070400,430,070400,37,109
263,4381,72,11,128,37109070500,181,070500,37,109
203,3768,73,14,146,37109070600,170,070600,37,109
192,3194,32,11,108,37109070700,122,070700,37,109
1030,4275,616,11,255,37109070800,402,070800,37,109
191,3097,67,10,147,37109070901,160,070901,37,109
391,6188,237,8,238,37109070902,420,070902,37,109
339,4590,291,31,220,37109071001,160,071001,37,109
108,2201,258,9,117,37109071002,230,071002,37,109
450,5986,386,20,260,37109071101,1125,071101,37,109
250,5831,262,15,233,37109071102,691,071102,37,109
104,1645,22,20,58,37109071201,70,071201,37,109
130,3565,98,4,122,37109071202,561,071202,37,109
220,5658,139,8,203,37109071203,770,071203,37,109
145,1779,23,4,86,37111970101,00,970101,37,111
268,2807,58,0,97,37111970102,290,970102,37,111
233,4390,139,18,157,37111970200,410,970200,37,111
328,2482,101,5,130,37111970300,290,970300,37,111
521,1821,90,7,80,37111970400,310,970400,37,111
374,2928,381,13,114,37111970500,330,970500,37,111
207,3021,62,8,110,37111970600,370,970600,37,111
167,3599,183,12,96,37111970700,280,970700,37,111
90,4073,33,20,131,37111970800,150,970800,37,111
261,4447,95,14,178,37111970902,150,970902,37,111
114,3878,486,15,132,37111970903,730,970903,37,111
239,2563,56,20,110,37111970904,570,970904,37,111
115,2683,19,17,125,37113970100,120,970100,37,113
210,3791,14,24,104,37113970200,171,970200,37,113
491,3677,53,21,95,37113970302,490,970302,37,113
331,1683,23,0,58,37113970303,200,970303,37,113
388,1637,23,8,86,37113970304,292,970304,37,113
250,3804,33,48,148,37113970400,270,970400,37,113
130,1392,11,3,46,37113970501,130,970501,37,113
148,1662,4,3,42,37113970502,130,970502,37,113
620,5436,28,26,177,37113970600,300,970600,37,113
815,5770,44,17,249,37113970700,403,970700,37,113
79,2582,8,12,87,37115010100,10,010100,37,115
46,1996,5,1,106,37115010200,80,010200,37,115
47,1731,0,8,48,37115010400,130,010400,37,115
191,4396,9,11,184,37115010500,160,010500,37,115
97,2316,54,6,74,37115010601,71,010601,37,115
208,3551,117,6,133,37115010602,250,010602,37,115
80,2661,4,12,135,37115010700,140,010700,37,115
169,2576,888,8,90,37117970100,50,970100,37,117
233,1663,2116,16,72,37117970200,440,970200,37,117
89,1538,1994,18,84,37117970300,380,970300,37,117
77,894,1205,8,35,37117970400,21,970400,37,117
128,3932,1066,15,109,37117970500,20,970500,37,117
199,925,1599,4,61,37117970600,70,970600,37,117
65,833,134,2,43,37119000101,1010,000101,37,119
186,1861,282,4,104,37119000102,2920,000102,37,119
130,1303,375,0,73,37119000103,1091,000103,37,119
134,1260,226,1,68,37119000104,1770,000104,37,119
92,881,93,4,49,37119000301,1060,000301,37,119
126,988,306,2,59,37119000302,961,000302,37,119
110,1413,211,2,62,37119000401,780,000401,37,119
133,1655,122,3,75,37119000402,1200,000402,37,119
178,1332,742,12,62,37119000501,973,000501,37,119
118,757,415,0,53,37119000502,2261,000502,37,119
133,1133,515,11,67,37119000503,580,000503,37,119
186,1270,985,8,108,37119000600,1702,000600,37,119
182,1566,445,3,106,37119000700,1600,000700,37,119
170,956,1545,4,111,37119000800,910,000800,37,119
145,979,581,3,76,37119000900,540,000900,37,119
157,2826,218,16,144,37119001000,791,001000,37,119
179,2694,165,10,162,37119001100,870,001100,37,119
1399,2786,906,6,172,37119001200,891,001200,37,119
386,1862,1287,14,141,37119001300,1230,001300,37,119
327,2435,492,10,162,37119001400,1300,001400,37,119
1863,839,3411,13,153,37119001504,2794,001504,37,119
1794,955,1198,29,107,37119001505,1993,001505,37,119
2042,286,1725,4,76,37119001507,1882,001507,37,119
1920,1338,2874,22,179,37119001508,32726,001508,37,119
713,260,1866,7,56,37119001509,1170,001509,37,119
741,254,1877,1,68,37119001510,2163,001510,37,119
1088,1544,1015,8,92,37119001603,2037,001603,37,119
451,535,513,5,59,37119001605,740,001605,37,119
1215,1218,1069,16,108,37119001606,4274,001606,37,119
956,380,1082,6,60,37119001607,1010,001607,37,119
1601,538,1574,7,97,37119001608,2600,001608,37,119
1008,500,1319,6,64,37119001609,2770,001609,37,119
1050,1479,1099,15,147,37119001701,1835,001701,37,119
2287,1492,1507,15,151,37119001702,5837,001702,37,119
100,739,368,9,48,37119001801,220,001801,37,119
357,1950,793,9,149,37119001802,1680,001802,37,119
1741,584,1893,9,89,37119001910,6350,001910,37,119
1834,1440,1787,18,183,37119001911,4895,001911,37,119
864,1262,923,11,124,37119001914,2430,001914,37,119
1164,1094,1797,22,133,37119001916,3350,001916,37,119
1206,1332,838,22,124,37119001917,2050,001917,37,119
970,727,1737,16,95,37119001918,1100,001918,37,119
1092,904,1463,6,137,37119001919,8183,001919,37,119
1986,775,1505,6,103,37119001920,4461,001920,37,119
805,577,785,3,40,37119001921,2175,001921,37,119
1478,743,1940,12,113,37119001922,2781,001922,37,119
938,623,1830,6,110,37119001923,1758,001923,37,119
1199,330,802,3,59,37119001924,4640,001924,37,119
1234,400,2032,12,128,37119001925,2092,001925,37,119
628,968,1645,16,158,37119001926,667,001926,37,119
891,501,1277,8,139,37119001927,530,001927,37,119
517,3001,1149,8,249,37119002004,1854,002004,37,119
141,1837,297,0,73,37119002005,1690,002005,37,119
185,3308,210,5,171,37119002006,980,002006,37,119
225,1519,651,7,95,37119002007,530,002007,37,119
191,2582,166,2,87,37119002008,1002,002008,37,119
254,1637,639,6,120,37119002100,870,002100,37,119
180,2130,210,3,85,37119002201,971,002201,37,119
120,2647,204,3,72,37119002202,1063,002202,37,119
305,269,2172,5,80,37119002300,790,002300,37,119
156,2452,262,2,125,37119002400,824,002400,37,119
166,1867,265,2,88,37119002500,840,002500,37,119
89,848,434,2,44,37119002600,841,002600,37,119
75,2042,92,6,43,37119002701,430,002701,37,119
230,5376,192,17,151,37119002702,1380,002702,37,119
104,3621,17,4,103,37119002800,461,002800,37,119
274,3748,327,7,146,37119002903,1820,002903,37,119
120,3265,101,9,121,37119002905,1520,002905,37,119
225,2535,301,12,115,37119002907,3090,002907,37,119
130,3150,243,8,135,37119002908,1300,002908,37,119
67,1345,65,0,41,37119002909,360,002909,37,119
167,2832,172,5,133,37119002910,1291,002910,37,119
265,3553,256,8,129,37119003006,2600,003006,37,119
707,3965,631,11,189,37119003008,2013,003008,37,119
547,3031,466,7,167,37119003012,1793,003012,37,119
318,4646,364,7,207,37119003013,2770,003013,37,119
291,3812,181,3,182,37119003015,2021,003015,37,119
302,3272,450,10,212,37119003016,7771,003016,37,119
196,3044,228,3,133,37119003017,1840,003017,37,119
152,1958,188,4,121,37119003018,2800,003018,37,119
145,1964,174,2,101,37119003019,713,003019,37,119
140,4174,75,0,134,37119003020,1191,003020,37,119
111,2090,110,6,79,37119003021,2080,003021,37,119
128,3359,71,8,118,37119003022,1301,003022,37,119
1111,2438,571,8,138,37119003102,1620,003102,37,119
252,3059,193,9,114,37119003105,871,003105,37,119
1216,2048,404,11,119,37119003106,2380,003106,37,119
1170,1051,798,11,77,37119003108,930,003108,37,119
1968,572,1236,8,87,37119003109,1645,003109,37,119
188,1721,69,7,90,37119003110,541,003110,37,119
287,2407,251,3,132,37119003111,1290,003111,37,119
755,1251,299,7,46,37119003201,424,003201,37,119
457,1598,596,1,120,37119003203,941,003203,37,119
126,2870,256,9,96,37119003204,1303,003204,37,119
163,1380,134,0,56,37119003301,670,003301,37,119
156,1971,253,11,100,37119003302,810,003302,37,119
135,1747,63,0,93,37119003401,1180,003401,37,119
175,3564,74,2,152,37119003402,1250,003402,37,119
108,2495,92,3,105,37119003500,770,003500,37,119
304,1705,1511,8,121,37119003600,915,003600,37,119
97,1402,351,4,56,37119003701,600,003701,37,119
178,857,1122,1,62,37119003702,410,003702,37,119
494,309,2660,10,88,37119003802,280,003802,37,119
350,1176,713,10,97,37119003805,8111,003805,37,119
2174,328,1808,26,95,37119003807,853,003807,37,119
3891,379,1114,12,51,37119003808,882,003808,37,119
1019,507,1444,1,61,37119003809,2761,003809,37,119
1517,657,1001,21,107,37119003810,7621,003810,37,119
912,588,917,13,56,37119003811,2960,003811,37,119
439,268,3730,25,129,37119003902,2191,003902,37,119
445,99,1761,15,53,37119003903,330,003903,37,119
658,588,2913,18,118,37119004000,2290,004000,37,119
164,960,752,7,92,37119004101,460,004101,37,119
181,1444,1044,2,83,37119004102,732,004102,37,119
352,418,2365,14,90,37119004200,234,004200,37,119
687,457,3410,19,156,37119004302,3602,004302,37,119
633,565,1406,10,70,37119004303,1970,004303,37,119
582,456,2367,16,119,37119004304,2910,004304,37,119
694,113,1595,12,55,37119004306,820,004306,37,119
785,436,1757,7,98,37119004307,1933,004307,37,119
804,406,2938,20,114,37119004400,16315,004400,37,119
245,427,2056,12,76,37119004500,2834,004500,37,119
247,123,2525,3,29,37119004600,300,004600,37,119
142,291,1234,9,22,37119004700,145,004700,37,119
404,194,2910,5,106,37119004800,550,004800,37,119
54,39,584,2,15,37119004900,12,004900,37,119
145,473,1828,10,65,37119005000,350,005000,37,119
197,153,1995,4,71,37119005100,900,005100,37,119
147,337,1779,12,99,37119005200,201,005200,37,119
983,486,1986,24,83,37119005301,540,005301,37,119
1263,163,2900,0,93,37119005305,842,005305,37,119
1022,238,1183,14,38,37119005306,522,005306,37,119
1384,366,2176,9,120,37119005307,1298,005307,37,119
2009,43,982,2,36,37119005308,210,005308,37,119
1250,583,3108,24,115,37119005403,1993,005403,37,119
950,515,3515,18,140,37119005404,1460,005404,37,119
642,325,2099,8,100,37119005405,930,005405,37,119
375,168,3269,3,106,37119005406,386,005406,37,119
364,1875,1503,7,166,37119005508,1734,005508,37,119
1931,696,3825,25,198,37119005510,1272,005510,37,119
415,897,2536,10,162,37119005511,1933,005511,37,119
851,752,3219,7,146,37119005512,2141,005512,37,119
418,1740,1962,12,180,37119005513,2016,005513,37,119
253,1332,763,3,116,37119005515,1460,005515,37,119
100,1038,415,1,72,37119005516,950,005516,37,119
319,2250,1338,14,161,37119005517,2056,005517,37,119
596,2426,2766,4,277,37119005519,4634,005519,37,119
518,976,2167,11,157,37119005520,9641,005520,37,119
436,812,2634,10,157,37119005522,6733,005522,37,119
704,1320,1848,10,144,37119005525,2760,005525,37,119
371,1038,1811,12,142,37119005526,2145,005526,37,119
220,1222,937,4,107,37119005527,1121,005527,37,119
319,1281,2257,19,125,37119005528,1664,005528,37,119
132,423,1042,2,86,37119005529,870,005529,37,119
331,1204,1300,20,109,37119005530,8236,005530,37,119
435,1164,3485,13,196,37119005531,3130,005531,37,119
288,605,1591,23,100,37119005532,10110,005532,37,119
129,440,452,1,34,37119005533,2141,005533,37,119
368,1300,1711,24,182,37119005534,13513,005534,37,119
463,355,2133,13,108,37119005535,8351,005535,37,119
715,1092,2846,66,136,37119005536,9772,005536,37,119
752,4283,2420,102,91,37119005604,81325,005604,37,119
666,1258,1288,5,122,37119005609,8141,005609,37,119
556,802,1655,14,147,37119005610,1190,005610,37,119
587,845,1784,8,138,37119005611,1559,005611,37,119
1184,1163,2910,13,161,37119005612,2772,005612,37,119
511,528,1908,2,118,37119005613,2072,005613,37,119
361,542,1397,5,91,37119005615,1292,005615,37,119
558,416,711,3,43,37119005616,6713,005616,37,119
711,562,1347,3,126,37119005617,1191,005617,37,119
456,1130,1432,4,104,37119005618,1150,005618,37,119
957,1188,2246,7,174,37119005619,910,005619,37,119
629,2327,1709,20,204,37119005621,1033,005621,37,119
376,1365,1070,9,116,37119005622,2463,005622,37,119
551,1164,2514,14,173,37119005623,1854,005623,37,119
342,466,1499,16,34,37119005624,991,005624,37,119
674,1197,3321,13,196,37119005625,2782,005625,37,119
898,580,1868,3,130,37119005626,1340,005626,37,119
2096,1599,3310,19,288,37119005627,1958,005627,37,119
446,2492,535,11,141,37119005709,1881,005709,37,119
1184,1301,1592,8,145,37119005710,2333,005710,37,119
356,2835,306,8,182,37119005712,960,005712,37,119
278,3360,376,7,205,37119005713,1390,005713,37,119
299,4243,665,28,270,37119005714,2672,005714,37,119
378,2269,257,12,105,37119005715,220,005715,37,119
1143,1712,1336,13,188,37119005716,3434,005716,37,119
734,1946,616,13,145,37119005718,1672,005718,37,119
440,2429,571,22,114,37119005719,1802,005719,37,119
238,1779,296,1,61,37119005720,1090,005720,37,119
292,2599,344,14,130,37119005721,534,005721,37,119
388,1371,587,11,115,37119005722,2290,005722,37,119
681,1201,1303,16,151,37119005723,1632,005723,37,119
475,3097,525,7,168,37119005811,1172,005811,37,119
285,2705,244,8,130,37119005815,1573,005815,37,119
263,3138,366,5,175,37119005816,3313,005816,37,119
259,3377,177,3,180,37119005817,3271,005817,37,119
1641,1423,1149,18,116,37119005824,2192,005824,37,119
862,1463,345,9,103,37119005826,935,005826,37,119
777,686,1169,5,67,37119005827,403,005827,37,119
277,3150,192,6,90,37119005828,530,005828,37,119
689,881,705,15,72,37119005829,1113,005829,37,119
643,2397,359,7,169,37119005830,1172,005830,37,119
150,2555,179,6,98,37119005832,3750,005832,37,119
199,4218,142,1,139,37119005833,2190,005833,37,119
371,2862,489,14,176,37119005834,2968,005834,37,119
211,2116,124,12,87,37119005835,1001,005835,37,119
892,2203,462,6,188,37119005836,2890,005836,37,119
398,1777,258,0,99,37119005839,2120,005839,37,119
146,1537,188,1,99,37119005840,1671,005840,37,119
288,2149,261,7,125,37119005843,4990,005843,37,119
417,2618,496,11,188,37119005845,21358,005845,37,119
244,3132,154,6,135,37119005846,3620,005846,37,119
239,3724,345,9,156,37119005847,5850,005847,37,119
287,4142,253,6,224,37119005848,3941,005848,37,119
282,2584,411,7,126,37119005849,3940,005849,37,119
204,1847,187,1,136,37119005850,4362,005850,37,119
421,2789,378,12,159,37119005851,5760,005851,37,119
265,1322,313,5,126,37119005852,680,005852,37,119
292,1183,391,9,75,37119005853,850,005853,37,119
316,828,241,2,85,37119005854,8064,005854,37,119
443,3012,604,4,218,37119005855,8901,005855,37,119
287,1179,375,6,116,37119005856,8481,005856,37,119
241,1275,378,9,97,37119005857,5602,005857,37,119
590,1955,778,8,161,37119005858,14221,005858,37,119
213,2073,240,5,126,37119005859,4361,005859,37,119
352,2206,337,10,169,37119005860,10332,005860,37,119
242,2044,218,3,133,37119005861,4444,005861,37,119
249,1953,201,4,148,37119005862,5270,005862,37,119
318,2081,301,3,141,37119005863,8391,005863,37,119
315,2845,455,15,221,37119005864,15021,005864,37,119
170,1644,241,10,95,37119005865,601,005865,37,119
714,1681,1383,16,191,37119005866,1355,005866,37,119
964,1635,1213,5,119,37119005867,3173,005867,37,119
290,1180,339,7,83,37119005868,390,005868,37,119
114,1536,283,0,100,37119005908,1921,005908,37,119
